;beta;rdl;XH;YH;NH;XPl;XPr;YPl;YPr;delta;n;u
224;-4.0;-0.7767617174963136;-34.88415625272223;148.77041903762105;222.21311628157844;11.460399855658592;10.683230321194067;9.410290295896218;10.063187226425457;0;15.8;1.458
214;-4.0;-0.5677428172210394;-28.726427248285262;116.10441819101008;134.05640852773513;13.429959394179946;12.685127757960442;3.848750552482344;4.497443132137364;0;15.8;1.458
199;-4.0;-0.3967471156371528;-17.566870090747155;71.05105784438744;61.86212949178573;15.084541228827717;14.667737113995834;0.19619548802173692;0.8076426392833412;0;15.8;1.458
169;-4.0;-0.19761430644446015;-12.04563889820449;22.44140625965733;2.476031838692265;12.733372717327596;13.373102417706844;1.307641721694552;-1.329484342216057;0;15.8;1.458
141;-4.0;0.0;-0.970809856716418;-21.401223283582087;-29.564741767164183;14.849385074626866;15.707456716417912;-5.172634626865672;-3.272579170149254;0;15.8;1.458
169;-4.0;0.19761430644446015;3.510333630762629;-72.37653708523872;-75.66567744264574;12.733372717327596;13.373102417706844;-0.900272535648039;-3.8092674833653373;0;15.8;1.458
199;-4.0;0.3967471156371528;12.375475536345844;-116.27399940808344;-132.7885840693691;15.084541228827717;14.667737113995834;-2.675251915650392;-2.210151089941149;0;15.8;1.458
214;-4.0;0.5677428172210394;13.182663339194349;-164.6659254233333;-207.7743310877351;13.429959394179946;12.685127757960442;-2.505090703997496;-1.8701634654706976;0;15.8;1.458
224;-4.0;0.7767617174963136;15.400171252722226;-206.23408050273733;-290.0782539183226;11.460399855658592;10.683230321194067;-8.185026830779936;-7.045892435727781;0;15.8;1.458
137;-2.0;0.0;-0.5543672727272728;-10.585309202453988;-15.60493273619632;14.995515895147797;14.81517010596765;-4.567673731176798;-3.049996965978807;0;15.8;1.458
222;0.01;-0.7740093756533525;-4.226817613582728;179.3491907264066;249.94508958798153;11.341639608391555;10.899576431796737;12.099225979689965;12.478222192720773;0;15.8;1.458
206;0.01;-0.565884779160698;-3.6212110164233198;142.64378526870027;166.53883153917914;13.50322342889495;12.938074327351377;4.875065055611317;5.103210836668266;0;15.8;1.458
191;0.01;-0.3968158986832724;-0.7881404309323459;95.9748200708789;93.36053122419182;14.875322084876021;14.518380717042932;4.696489791747596;4.590104582304255;0;15.8;1.458
158;0.01;-0.19674199153243202;-0.04195414791659935;50.85326341678052;39.18314323866391;15.562821502333945;14.999809412422385;5.722974972945714;5.429527622574712;0;15.8;1.458
119;0.01;0.0;0.25013093023255817;-1.283384796511628;0.3593331589534884;14.762941860465116;14.783488372093023;-3.3074659883720927;-2.1210145465116277;0;15.8;1.458
158;0.01;0.19674199153243202;-1.4217434334787495;-48.509373742361916;-39.09562380052437;15.562821502333945;14.999809412422385;0.7650404689147519;0.645048191378776;0;15.8;1.458
191;0.01;0.3968158986832724;-3.8953328550162585;-93.15984022396802;-97.81013012916722;14.875322084876021;14.518380717042932;-1.9368144512539898;-1.3533774839889285;0;15.8;1.458
206;0.01;0.565884779160698;-7.860994599738298;-138.5533465111245;-171.70714235917913;13.50322342889495;12.938074327351377;-1.6080015202577798;-1.1552174730319023;0;15.8;1.458
222;0.01;0.7740093756533525;-12.199147107347503;-179.11191595896472;-261.0256863065862;11.341639608391555;10.899576431796737;-7.604771991317872;-6.698053611325426;0;15.8;1.458
121;2.0;0.0;-0.07176621052631578;9.059334984520124;15.275961139318886;14.807616099071208;14.927430340557278;-1.0084555108359132;0.22111380804953562;0;15.8;1.458
230;4.0;-0.7541766940784932;26.07100597003976;217.77356082098748;309.5844755651515;11.941413738085311;11.497715473860424;14.728299383463135;15.78372981417402;0;15.8;1.458
208;4.0;-0.5591805217137277;16.61870812689979;164.6762352602915;204.53659935989293;13.687814191230231;13.239835361223461;6.194334158226756;6.79095584675906;0;15.8;1.458
193;4.0;-0.3979451823875918;11.614812838401168;116.5333636950251;127.0382983781354;14.89761653281805;14.61600069307412;6.804465456673729;6.882586613794143;0;15.8;1.458
161;4.0;-0.1849499250830106;8.391202815610221;71.78059331946812;69.61055373860158;16.03286573414152;15.307600505469415;6.0770568831395355;7.571103974462108;0;15.8;1.458
123;4.0;0.0;-0.14658442441860464;21.40219011627907;29.447708476744186;15.629156976744186;14.756430232558138;0.06163447674418605;2.074681168604651;0;15.8;1.458
161;4.0;0.1849499250830106;-9.627559932601862;-17.134558625874806;4.804646826022378;16.03286573414152;15.307600505469415;4.721897417909011;4.945247917128357;0;15.8;1.458
193;4.0;0.3979451823875918;-17.21396875966962;-66.69728593668721;-66.43586431165097;14.89761653281805;14.61600069307412;0.8274353086339845;2.092283452837745;0;15.8;1.458
208;4.0;0.5591805217137277;-27.843391695023186;-111.75189222687249;-134.44898311721943;13.687814191230231;13.239835361223461;-0.8140925991040335;0.04883722543653635;0;15.8;1.458
230;4.0;0.7541766940784932;-46.49404923748162;-130.5714195419177;-215.5468402046864;11.941413738085311;11.497715473860424;-4.261293767184064;-3.133203221150765;0;15.8;1.458
125;6.0;0.0;-0.9505726395348838;33.934512790697674;41.99865411627908;16.235406976744187;14.698540697674419;0.4446668023255814;2.9511275581395346;0;15.8;1.458
127;8.0;0.0;-1.8363901995305165;46.98336267605634;55.30400669014084;16.357658450704225;14.87713028169014;0.9060936032863849;3.606880985915493;0;15.8;1.458
240;10.0;-0.783369148871324;53.448103339316695;260.3639670881476;366.08885839224655;13.547208800264466;13.12291633965718;19.663781776813934;20.3025343352284;0;15.8;1.458
210;10.0;-0.5566752921394904;43.71554819570741;213.440269996017;263.63741153329784;15.518393191582094;14.221237606246737;7.098002503556528;8.782086167493114;0;15.8;1.458
195;10.0;-0.3984215218490258;31.08823100276522;161.64177952660924;178.43948315400291;17.1179974455132;15.019110026427688;7.554236581753331;9.550362176850435;0;15.8;1.458
164;10.0;-0.19979213708929602;12.7754454903387;109.5376207957994;110.90072146034558;14.501912325795452;13.257903025093468;6.471756309929682;5.46612412982758;0;15.8;1.458
129;10.0;0.0;-2.929915533078185;57.95779661016949;69.06104680153089;16.447862219792235;15.284674685620557;1.0678899945325313;4.121683980317114;0;15.8;1.458
164;10.0;0.19979213708929602;-24.268409711268934;18.22125771582852;36.860189419654404;14.501912325795452;13.257903025093468;4.500105713326131;2.3107504283119553;0;15.8;1.458
195;10.0;0.3984215218490258;-38.04051607657605;-16.77578672179787;-22.040100716824114;17.1179974455132;15.019110026427688;5.5965779548783665;6.876233359299281;0;15.8;1.458
210;10.0;0.5566752921394904;-55.71920497348519;-57.0897929152089;-96.79523893996443;15.518393191582094;14.221237606246737;2.786286304524279;4.176499135537188;0;15.8;1.458
240;10.0;0.783369148871324;-68.93544933931669;-81.76890626256619;-182.37653339620005;13.547208800264466;13.12291633965718;-0.2576506140232375;0.08456132756229628;0;15.8;1.458
131;14.0;0.0;-5.5693136632039355;83.7504045926736;93.58902121377803;16.92101694915254;15.76680699835976;1.8542744833242208;5.858868234007654;0;15.8;1.458
236;20.0;-0.8080622107335599;118.20433583940655;416.41592491492037;593.223441439638;22.838822267941044;17.427782210821352;21.205744569431552;28.380100224135262;0;15.8;1.458
212;20.0;-0.588503961300074;86.76595082965741;338.72446397798933;433.1112122965507;21.63002639504504;17.589361533975737;13.739922416726674;21.159353729795015;0;15.8;1.458
197;20.0;-0.4001955204126244;52.14668202243117;248.11224278248403;287.31380796493465;20.077040773998206;17.751843978092086;10.60797273450204;15.42978502566813;0;15.8;1.458
167;20.0;-0.19914324023338437;21.581657844190612;181.21465875290596;219.68356874435693;19.381059094332564;17.707260448698108;8.395253304845964;10.095617914901682;0;15.8;1.458
133;20.0;0.0;-7.103827686274509;112.25883473389356;138.55070521008403;19.011960784313725;16.776442577030814;2.3694108067226884;8.246450980392158;0;15.8;1.458
167;20.0;0.19914324023338437;-35.680523623260385;84.4642458982568;147.47048813936402;19.381059094332564;17.707260448698108;6.911172904456363;6.838155689749479;0;15.8;1.458
197;20.0;0.4001955204126244;-66.23446120231088;57.9026699567177;82.07215017393901;20.077040773998206;17.751843978092086;8.820296766897274;10.462453861283423;0;15.8;1.458
212;20.0;0.588503961300074;-105.82017892056652;66.65309167857637;49.86928670344929;21.63002639504504;17.589361533975737;8.98103918933393;10.651268179295894;0;15.8;1.458
236;20.0;0.8080622107335599;-147.81703700219725;68.63008334089363;-21.57035526987056;22.838822267941044;17.427782210821352;9.918249884056822;12.260142903771715;0;15.8;1.458
